,date,product_detail,product_category,product_type,revenue
3074,2023-02-17,Cappuccino,Coffee,Barista Espresso,67.5
3075,2023-02-17,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,29.4
3076,2023-02-17,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,25.0
3077,2023-02-17,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,95.0
3078,2023-02-17,Lemon Grass Lg,Tea,Brewed herbal tea,24.0
3079,2023-02-17,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,42.0
3080,2023-02-17,I Need My Bean! Latte cup,Branded,Housewares,28.0
3081,2023-02-17,English Breakfast Lg,Tea,Brewed Black tea,51.0
3082,2023-02-17,Traditional Blend Chai Rg,Tea,Brewed Chai tea,35.0
3083,2023-02-17,Dark chocolate,Packaged Chocolate,Drinking Chocolate,6.4
3084,2023-02-17,I Need My Bean! T-shirt,Branded,Clothing,28.0
3085,2023-02-17,Oatmeal Scone,Bakery,Scone,24.0
3086,2023-02-17,Espresso shot,Coffee,Barista Espresso,48.0
3087,2023-02-17,Scottish Cream Scone ,Bakery,Scone,45.0
3088,2023-02-17,Peppermint Rg,Tea,Brewed herbal tea,35.0
3089,2023-02-17,Cranberry Scone,Bakery,Scone,20.3
3090,2023-02-17,Ginger Scone,Bakery,Scone,20.3
3091,2023-02-17,Jamacian Coffee River,Coffee beans,Premium Beans,19.75
3092,2023-02-17,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,45.0
3093,2023-02-17,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,40.8
3094,2023-02-17,Hazelnut syrup,Flavours,Regular syrup,6.4
3095,2023-02-17,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,21.0
3096,2023-02-17,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,41.25
3097,2023-02-17,Cappuccino Lg,Coffee,Barista Espresso,46.75
3098,2023-02-17,Primo Espresso Roast,Coffee beans,Espresso Beans,20.45
3099,2023-02-17,Chocolate Chip Biscotti,Bakery,Biscotti,31.5
3100,2023-02-17,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,12.0
3101,2023-02-17,I Need My Bean! Diner mug,Branded,Housewares,12.0
3102,2023-02-17,Our Old Time Diner Blend Sm,Coffee,Drip coffee,38.0
3103,2023-02-17,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,30.0
3104,2023-02-17,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,67.5
3105,2023-02-17,Earl Grey Lg,Tea,Brewed Black tea,18.0
3106,2023-02-17,Brazilian Rg,Coffee,Organic brewed coffee,63.0
3107,2023-02-17,Our Old Time Diner Blend,Coffee beans,House blend Beans,18.0
3108,2023-02-17,Ouro Brasileiro shot,Coffee,Barista Espresso,24.0
3109,2023-02-17,English Breakfast Rg,Tea,Brewed Black tea,27.5
3110,2023-02-17,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,44.0
3111,2023-02-17,Serenity Green Tea Rg,Tea,Brewed Green tea,35.0
3112,2023-02-17,Ethiopia Rg,Coffee,Gourmet brewed coffee,51.0
3113,2023-02-17,Latte Rg,Coffee,Barista Espresso,76.5
3114,2023-02-18,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,7.6
3115,2023-02-18,Ethiopia Sm,Coffee,Gourmet brewed coffee,44.0
3116,2023-02-18,Espresso shot,Coffee,Barista Espresso,60.0
3117,2023-02-18,Morning Sunrise Chai,Loose Tea,Chai tea,9.5
3118,2023-02-18,Traditional Blend Chai Lg,Tea,Brewed Chai tea,57.0
3119,2023-02-18,Croissant,Bakery,Pastry,28.0
3120,2023-02-18,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,45.0
3121,2023-02-18,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,12.0
3122,2023-02-18,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,30.0
3123,2023-02-18,Traditional Blend Chai Rg,Tea,Brewed Chai tea,35.0
3124,2023-02-18,Latte Rg,Coffee,Barista Espresso,93.5
3125,2023-02-18,Lemon Grass Rg,Tea,Brewed herbal tea,40.0
3126,2023-02-18,Our Old Time Diner Blend Rg,Coffee,Drip coffee,22.5
3127,2023-02-18,Primo Espresso Roast,Coffee beans,Espresso Beans,40.9
3128,2023-02-18,Oatmeal Scone,Bakery,Scone,39.0
3129,2023-02-18,Peppermint Lg,Tea,Brewed herbal tea,36.0
3130,2023-02-18,English Breakfast Rg,Tea,Brewed Black tea,12.5
3131,2023-02-18,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,54.0
3132,2023-02-18,Earl Grey Lg,Tea,Brewed Black tea,45.0
3133,2023-02-18,Latte,Coffee,Barista Espresso,67.5
3134,2023-02-18,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,63.0
3135,2023-02-18,Ethiopia,Coffee beans,Gourmet Beans,21.0
3136,2023-02-18,Chocolate Chip Biscotti,Bakery,Biscotti,35.0
3137,2023-02-18,Carmel syrup,Flavours,Regular syrup,11.2
3138,2023-02-18,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,31.0
3139,2023-02-18,Peppermint,Loose Tea,Herbal tea,17.9
3140,2023-02-18,I Need My Bean! Latte cup,Branded,Housewares,42.0
3141,2023-02-18,Our Old Time Diner Blend Sm,Coffee,Drip coffee,38.0
3142,2023-02-18,Scottish Cream Scone ,Bakery,Scone,18.0
3143,2023-02-18,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,97.5
3144,2023-02-18,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,51.0
3145,2023-02-18,Ethiopia Rg,Coffee,Gourmet brewed coffee,45.0
3146,2023-02-18,Espresso Roast,Coffee beans,Espresso Beans,29.5
3147,2023-02-18,Dark chocolate,Packaged Chocolate,Drinking Chocolate,6.4
3148,2023-02-18,I Need My Bean! T-shirt,Branded,Clothing,56.0
3149,2023-02-18,Hazelnut Biscotti,Bakery,Biscotti,35.75
3150,2023-02-18,Ginger Scone,Bakery,Scone,16.24
3151,2023-02-18,Hazelnut syrup,Flavours,Regular syrup,15.2
3152,2023-02-18,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,33.75
3153,2023-02-18,Civet Cat,Coffee beans,Premium Beans,90.0
3154,2023-02-18,Guatemalan Sustainably Grown,Coffee beans,Green beans,10.0
3155,2023-02-18,Ouro Brasileiro shot,Coffee,Barista Espresso,24.0
3156,2023-02-18,Serenity Green Tea Rg,Tea,Brewed Green tea,55.0
3157,2023-02-18,Lemon Grass,Loose Tea,Herbal tea,17.9
3158,2023-02-18,Brazilian Rg,Coffee,Organic brewed coffee,24.0
3159,2023-02-18,Cappuccino,Coffee,Barista Espresso,67.5
3160,2023-02-18,Cappuccino Lg,Coffee,Barista Espresso,68.0
3161,2023-02-18,Earl Grey,Loose Tea,Black tea,8.95
3162,2023-02-18,Our Old Time Diner Blend,Coffee beans,House blend Beans,36.0
3163,2023-02-18,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,34.1
3164,2023-02-18,Brazilian Sm,Coffee,Organic brewed coffee,11.0
3165,2023-02-18,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,121.5
3166,2023-02-18,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,61.75
3167,2023-02-18,English Breakfast Lg,Tea,Brewed Black tea,36.0
3168,2023-02-18,Chili Mayan,Packaged Chocolate,Drinking Chocolate,13.33
3169,2023-02-18,Ethiopia Lg,Coffee,Gourmet brewed coffee,59.5
3170,2023-02-18,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,68.0
3171,2023-02-18,English Breakfast,Loose Tea,Black tea,17.9
3172,2023-02-18,Earl Grey Rg,Tea,Brewed Black tea,50.0
3173,2023-02-18,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,29.4
3174,2023-02-18,I Need My Bean! Diner mug,Branded,Housewares,12.0
3175,2023-02-18,Jamacian Coffee River,Coffee beans,Premium Beans,39.5
3176,2023-02-18,Chocolate Croissant,Bakery,Pastry,33.75
3177,2023-02-18,Columbian Medium Roast,Coffee beans,Gourmet Beans,60.0
3178,2023-02-18,Jumbo Savory Scone,Bakery,Scone,23.45
3179,2023-02-18,Brazilian Lg,Coffee,Organic brewed coffee,77.0
3180,2023-02-18,Serenity Green Tea Lg,Tea,Brewed Green tea,48.0
3181,2023-02-18,Peppermint Rg,Tea,Brewed herbal tea,40.0
3182,2023-02-18,Almond Croissant,Bakery,Pastry,22.5
3183,2023-02-18,Cranberry Scone,Bakery,Scone,44.66
3184,2023-02-18,Ginger Biscotti,Bakery,Biscotti,26.28
3185,2023-02-18,Lemon Grass Lg,Tea,Brewed herbal tea,27.0
3186,2023-02-18,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,42.5
3187,2023-02-18,Our Old Time Diner Blend Lg,Coffee,Drip coffee,24.0
3188,2023-02-18,Chocolate syrup,Flavours,Regular syrup,21.6
3189,2023-02-19,Latte Rg,Coffee,Barista Espresso,63.75
3190,2023-02-19,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,114.0
3191,2023-02-19,Scottish Cream Scone ,Bakery,Scone,36.0
3192,2023-02-19,Jamacian Coffee River,Coffee beans,Premium Beans,19.75
3193,2023-02-19,Hazelnut syrup,Flavours,Regular syrup,16.0
3194,2023-02-19,Civet Cat,Coffee beans,Premium Beans,135.0
3195,2023-02-19,Our Old Time Diner Blend Rg,Coffee,Drip coffee,32.5
3196,2023-02-19,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,77.5
3197,2023-02-19,Earl Grey Lg,Tea,Brewed Black tea,45.0
3198,2023-02-19,Columbian Medium Roast,Coffee beans,Gourmet Beans,15.0
3199,2023-02-19,Peppermint,Loose Tea,Herbal tea,17.9
3200,2023-02-19,Ethiopia Sm,Coffee,Gourmet brewed coffee,28.6
3201,2023-02-19,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,59.5
3202,2023-02-19,Latte,Coffee,Barista Espresso,48.75
3203,2023-02-19,English Breakfast Lg,Tea,Brewed Black tea,72.0
3204,2023-02-19,Our Old Time Diner Blend,Coffee beans,House blend Beans,18.0
3205,2023-02-19,Primo Espresso Roast,Coffee beans,Espresso Beans,20.45
3206,2023-02-19,Brazilian - Organic,Coffee beans,Organic Beans,18.0
3207,2023-02-19,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,85.5
3208,2023-02-19,Ouro Brasileiro shot,Coffee,Barista Espresso,54.0
3209,2023-02-19,Lemon Grass Lg,Tea,Brewed herbal tea,63.0
3210,2023-02-19,Serenity Green Tea Lg,Tea,Brewed Green tea,69.0
3211,2023-02-19,Chocolate syrup,Flavours,Regular syrup,14.4
3212,2023-02-19,I Need My Bean! Diner mug,Branded,Housewares,24.0
3213,2023-02-19,Espresso shot,Coffee,Barista Espresso,54.0
3214,2023-02-19,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,19.6
3215,2023-02-19,Ethiopia Lg,Coffee,Gourmet brewed coffee,70.0
3216,2023-02-19,Ethiopia Rg,Coffee,Gourmet brewed coffee,81.0
3217,2023-02-19,Oatmeal Scone,Bakery,Scone,21.0
3218,2023-02-19,I Need My Bean! T-shirt,Branded,Clothing,28.0
3219,2023-02-19,Traditional Blend Chai Lg,Tea,Brewed Chai tea,27.0
3220,2023-02-19,Peppermint Lg,Tea,Brewed herbal tea,39.0
3221,2023-02-19,Hazelnut Biscotti,Bakery,Biscotti,26.0
3222,2023-02-19,Almond Croissant,Bakery,Pastry,30.0
3223,2023-02-19,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,46.0
3224,2023-02-19,Cappuccino,Coffee,Barista Espresso,71.25
3225,2023-02-19,Ethiopia,Coffee beans,Gourmet Beans,84.0
3226,2023-02-19,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,11.2
3227,2023-02-19,Carmel syrup,Flavours,Regular syrup,11.2
3228,2023-02-19,Espresso Roast,Coffee beans,Espresso Beans,29.5
3229,2023-02-19,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,27.5
3230,2023-02-19,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,48.0
3231,2023-02-19,Chocolate Chip Biscotti,Bakery,Biscotti,56.0
3232,2023-02-19,Jumbo Savory Scone,Bakery,Scone,51.59
3233,2023-02-19,English Breakfast,Loose Tea,Black tea,8.95
3234,2023-02-19,Brazilian Sm,Coffee,Organic brewed coffee,35.2
3235,2023-02-19,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,60.0
3236,2023-02-19,Serenity Green Tea Rg,Tea,Brewed Green tea,60.0
3237,2023-02-19,Peppermint Rg,Tea,Brewed herbal tea,70.0
3238,2023-02-19,Our Old Time Diner Blend Lg,Coffee,Drip coffee,45.0
3239,2023-02-19,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,71.25
3240,2023-02-19,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,51.0
3241,2023-02-19,Lemon Grass Rg,Tea,Brewed herbal tea,72.5
3242,2023-02-19,Cranberry Scone,Bakery,Scone,44.66
3243,2023-02-19,Earl Grey Rg,Tea,Brewed Black tea,22.5
3244,2023-02-19,English Breakfast Rg,Tea,Brewed Black tea,27.5
3245,2023-02-19,Croissant,Bakery,Pastry,31.5
3246,2023-02-19,Ginger Scone,Bakery,Scone,52.78
3247,2023-02-19,Chocolate Croissant,Bakery,Pastry,33.75
3248,2023-02-19,Brazilian Lg,Coffee,Organic brewed coffee,59.5
3249,2023-02-19,Traditional Blend Chai Rg,Tea,Brewed Chai tea,22.5
3250,2023-02-19,Ginger Biscotti,Bakery,Biscotti,35.04
3251,2023-02-19,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,60.0
3252,2023-02-19,I Need My Bean! Latte cup,Branded,Housewares,28.0
3253,2023-02-19,Brazilian Rg,Coffee,Organic brewed coffee,60.0
3254,2023-02-19,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,71.3
3255,2023-02-19,Cappuccino Lg,Coffee,Barista Espresso,93.5
3256,2023-02-19,Our Old Time Diner Blend Sm,Coffee,Drip coffee,44.0
3257,2023-02-19,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,65.1
3258,2023-02-19,Guatemalan Sustainably Grown,Coffee beans,Green beans,30.0
3259,2023-02-19,Serenity Green Tea,Loose Tea,Green tea,27.75
3260,2023-02-20,Lemon Grass,Loose Tea,Herbal tea,8.95
3261,2023-02-20,Carmel syrup,Flavours,Regular syrup,19.2
3262,2023-02-20,Cappuccino,Coffee,Barista Espresso,63.75
3263,2023-02-20,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,76.0
3264,2023-02-20,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,17.5
3265,2023-02-20,Traditional Blend Chai Lg,Tea,Brewed Chai tea,48.0
3266,2023-02-20,Hazelnut Biscotti,Bakery,Biscotti,42.25
3267,2023-02-20,Serenity Green Tea Lg,Tea,Brewed Green tea,21.0
3268,2023-02-20,Espresso Roast,Coffee beans,Espresso Beans,14.75
3269,2023-02-20,Cappuccino Lg,Coffee,Barista Espresso,85.0
3270,2023-02-20,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,101.25
3271,2023-02-20,Espresso shot,Coffee,Barista Espresso,24.0
3272,2023-02-20,Jumbo Savory Scone,Bakery,Scone,51.59
3273,2023-02-20,Almond Croissant,Bakery,Pastry,33.75
3274,2023-02-20,I Need My Bean! Diner mug,Branded,Housewares,24.0
3275,2023-02-20,Cranberry Scone,Bakery,Scone,52.78
3276,2023-02-20,I Need My Bean! T-shirt,Branded,Clothing,56.0
3277,2023-02-20,Earl Grey Rg,Tea,Brewed Black tea,32.5
3278,2023-02-20,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,76.5
3279,2023-02-20,Ginger Biscotti,Bakery,Biscotti,70.08
3280,2023-02-20,Our Old Time Diner Blend Sm,Coffee,Drip coffee,30.0
3281,2023-02-20,Morning Sunrise Chai,Loose Tea,Chai tea,9.5
3282,2023-02-20,English Breakfast Lg,Tea,Brewed Black tea,24.0
3283,2023-02-20,Serenity Green Tea,Loose Tea,Green tea,18.5
3284,2023-02-20,Traditional Blend Chai Rg,Tea,Brewed Chai tea,35.0
3285,2023-02-20,Croissant,Bakery,Pastry,24.5
3286,2023-02-20,Brazilian - Organic,Coffee beans,Organic Beans,54.0
3287,2023-02-20,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,43.4
3288,2023-02-20,Ginger Scone,Bakery,Scone,81.2
3289,2023-02-20,Ethiopia Lg,Coffee,Gourmet brewed coffee,66.5
3290,2023-02-20,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,19.6
3291,2023-02-20,Primo Espresso Roast,Coffee beans,Espresso Beans,20.45
3292,2023-02-20,I Need My Bean! Latte cup,Branded,Housewares,42.0
3293,2023-02-20,Earl Grey,Loose Tea,Black tea,8.95
3294,2023-02-20,Hazelnut syrup,Flavours,Regular syrup,8.8
3295,2023-02-20,Chili Mayan,Packaged Chocolate,Drinking Chocolate,13.33
3296,2023-02-20,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,21.7
3297,2023-02-20,Peppermint Lg,Tea,Brewed herbal tea,63.0
3298,2023-02-20,Our Old Time Diner Blend Rg,Coffee,Drip coffee,40.0
3299,2023-02-20,Chocolate Chip Biscotti,Bakery,Biscotti,49.0
3300,2023-02-20,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,22.5
3301,2023-02-20,Latte Rg,Coffee,Barista Espresso,59.5
3302,2023-02-20,Ethiopia,Coffee beans,Gourmet Beans,63.0
3303,2023-02-20,Chocolate syrup,Flavours,Regular syrup,17.6
3304,2023-02-20,Serenity Green Tea Rg,Tea,Brewed Green tea,57.5
3305,2023-02-20,Ethiopia Sm,Coffee,Gourmet brewed coffee,22.0
3306,2023-02-20,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,80.75
3307,2023-02-20,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,14.4
3308,2023-02-20,Ouro Brasileiro shot,Coffee,Barista Espresso,51.0
3309,2023-02-20,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,28.0
3310,2023-02-20,Chocolate Croissant,Bakery,Pastry,41.25
3311,2023-02-20,Traditional Blend Chai,Loose Tea,Chai tea,8.95
3312,2023-02-20,Scottish Cream Scone ,Bakery,Scone,49.5
3313,2023-02-20,Ethiopia Rg,Coffee,Gourmet brewed coffee,51.0
3314,2023-02-20,English Breakfast Rg,Tea,Brewed Black tea,50.0
3315,2023-02-20,Brazilian Rg,Coffee,Organic brewed coffee,33.0
3316,2023-02-20,Our Old Time Diner Blend Lg,Coffee,Drip coffee,51.0
3317,2023-02-20,Oatmeal Scone,Bakery,Scone,39.0
3318,2023-02-20,Peppermint Rg,Tea,Brewed herbal tea,40.0
3319,2023-02-20,Peppermint,Loose Tea,Herbal tea,8.95
3320,2023-02-20,Lemon Grass Lg,Tea,Brewed herbal tea,33.0
3321,2023-02-20,Spicy Eye Opener Chai,Loose Tea,Chai tea,10.95
3322,2023-02-20,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,60.0
3323,2023-02-20,Latte,Coffee,Barista Espresso,60.0
3324,2023-02-20,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,15.2
3325,2023-02-20,Organic Decaf Blend,Coffee beans,Organic Beans,45.0
3326,2023-02-20,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,81.0
3327,2023-02-20,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,22.95
3328,2023-02-20,Brazilian Sm,Coffee,Organic brewed coffee,55.0
3329,2023-02-20,Lemon Grass Rg,Tea,Brewed herbal tea,50.0
3330,2023-02-20,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,73.5
3331,2023-02-20,Brazilian Lg,Coffee,Organic brewed coffee,24.5
3332,2023-02-20,Earl Grey Lg,Tea,Brewed Black tea,30.0
3333,2023-02-21,Hazelnut Biscotti,Bakery,Biscotti,29.25
3334,2023-02-21,Ouro Brasileiro shot,Coffee,Barista Espresso,99.0
3335,2023-02-21,Cappuccino,Coffee,Barista Espresso,75.0
3336,2023-02-21,Carmel syrup,Flavours,Regular syrup,4.8
3337,2023-02-21,Chocolate Croissant,Bakery,Pastry,71.25
3338,2023-02-21,I Need My Bean! Diner mug,Branded,Housewares,12.0
3339,2023-02-21,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,37.5
3340,2023-02-21,English Breakfast,Loose Tea,Black tea,17.9
3341,2023-02-21,Jumbo Savory Scone,Bakery,Scone,37.52
3342,2023-02-21,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,17.5
3343,2023-02-21,Guatemalan Sustainably Grown,Coffee beans,Green beans,10.0
3344,2023-02-21,Latte,Coffee,Barista Espresso,86.25
3345,2023-02-21,Chocolate syrup,Flavours,Regular syrup,15.2
3346,2023-02-21,Hazelnut syrup,Flavours,Regular syrup,28.0
3347,2023-02-21,Espresso shot,Coffee,Barista Espresso,27.0
3348,2023-02-21,Brazilian Sm,Coffee,Organic brewed coffee,35.2
3349,2023-02-21,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,60.0
3350,2023-02-21,Traditional Blend Chai Rg,Tea,Brewed Chai tea,32.5
3351,2023-02-21,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,46.5
3352,2023-02-21,Croissant,Bakery,Pastry,28.0
3353,2023-02-21,Ethiopia Lg,Coffee,Gourmet brewed coffee,31.5
3354,2023-02-21,Ethiopia Sm,Coffee,Gourmet brewed coffee,22.0
3355,2023-02-21,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,7.6
3356,2023-02-21,Chocolate Chip Biscotti,Bakery,Biscotti,14.0
3357,2023-02-21,Earl Grey Rg,Tea,Brewed Black tea,35.0
3358,2023-02-21,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,68.0
3359,2023-02-21,Peppermint Lg,Tea,Brewed herbal tea,63.0
3360,2023-02-21,Civet Cat,Coffee beans,Premium Beans,45.0
3361,2023-02-21,Scottish Cream Scone ,Bakery,Scone,22.5
3362,2023-02-21,Ethiopia Rg,Coffee,Gourmet brewed coffee,24.0
3363,2023-02-21,Ginger Scone,Bakery,Scone,48.72
3364,2023-02-21,Jamacian Coffee River,Coffee beans,Premium Beans,39.5
3365,2023-02-21,Almond Croissant,Bakery,Pastry,26.25
3366,2023-02-21,Our Old Time Diner Blend Sm,Coffee,Drip coffee,38.0
3367,2023-02-21,Organic Decaf Blend,Coffee beans,Organic Beans,67.5
3368,2023-02-21,Brazilian Rg,Coffee,Organic brewed coffee,48.0
3369,2023-02-21,Ethiopia,Coffee beans,Gourmet Beans,63.0
3370,2023-02-21,Primo Espresso Roast,Coffee beans,Espresso Beans,20.45
3371,2023-02-21,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,34.3
3372,2023-02-21,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,51.0
3373,2023-02-21,Brazilian Lg,Coffee,Organic brewed coffee,63.0
3374,2023-02-21,Peppermint Rg,Tea,Brewed herbal tea,27.5
3375,2023-02-21,Cranberry Scone,Bakery,Scone,24.36
3376,2023-02-21,English Breakfast Rg,Tea,Brewed Black tea,35.0
3377,2023-02-21,Lemon Grass Lg,Tea,Brewed herbal tea,33.0
3378,2023-02-21,English Breakfast Lg,Tea,Brewed Black tea,57.0
3379,2023-02-21,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,35.7
3380,2023-02-21,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,118.75
3381,2023-02-21,Traditional Blend Chai Lg,Tea,Brewed Chai tea,36.0
3382,2023-02-21,Lemon Grass Rg,Tea,Brewed herbal tea,50.0
3383,2023-02-21,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,31.5
3384,2023-02-21,Columbian Medium Roast,Coffee beans,Gourmet Beans,30.0
3385,2023-02-21,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,54.0
3386,2023-02-21,Latte Rg,Coffee,Barista Espresso,29.75
3387,2023-02-21,Serenity Green Tea Lg,Tea,Brewed Green tea,69.0
3388,2023-02-21,Our Old Time Diner Blend Rg,Coffee,Drip coffee,52.5
3389,2023-02-21,Ginger Biscotti,Bakery,Biscotti,39.42
3390,2023-02-21,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,30.0
3391,2023-02-21,Cappuccino Lg,Coffee,Barista Espresso,55.25
3392,2023-02-21,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,46.5
3393,2023-02-21,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,44.0
3394,2023-02-21,Serenity Green Tea Rg,Tea,Brewed Green tea,60.0
3395,2023-02-21,I Need My Bean! Latte cup,Branded,Housewares,14.0
3396,2023-02-21,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,10.4
3397,2023-02-21,Oatmeal Scone,Bakery,Scone,3.0
3398,2023-02-21,Our Old Time Diner Blend Lg,Coffee,Drip coffee,42.0
3399,2023-02-21,Earl Grey Lg,Tea,Brewed Black tea,36.0
3400,2023-02-21,Chili Mayan,Packaged Chocolate,Drinking Chocolate,13.33
3401,2023-02-21,Espresso Roast,Coffee beans,Espresso Beans,14.75
3402,2023-02-21,Spicy Eye Opener Chai,Loose Tea,Chai tea,10.95
3403,2023-02-21,I Need My Bean! T-shirt,Branded,Clothing,112.0
3404,2023-02-22,Earl Grey Lg,Tea,Brewed Black tea,78.0
3405,2023-02-22,Lemon Grass Lg,Tea,Brewed herbal tea,48.0
3406,2023-02-22,Ethiopia Lg,Coffee,Gourmet brewed coffee,59.5
3407,2023-02-22,I Need My Bean! Diner mug,Branded,Housewares,12.0
3408,2023-02-22,Brazilian - Organic,Coffee beans,Organic Beans,18.0
3409,2023-02-22,Morning Sunrise Chai,Loose Tea,Chai tea,19.0
3410,2023-02-22,Oatmeal Scone,Bakery,Scone,21.0
3411,2023-02-22,Serenity Green Tea,Loose Tea,Green tea,9.25
3412,2023-02-22,Ouro Brasileiro shot,Coffee,Barista Espresso,45.0
3413,2023-02-22,Ethiopia Rg,Coffee,Gourmet brewed coffee,48.0
3414,2023-02-22,Scottish Cream Scone ,Bakery,Scone,27.0
3415,2023-02-22,Serenity Green Tea Rg,Tea,Brewed Green tea,30.0
3416,2023-02-22,Peppermint Rg,Tea,Brewed herbal tea,52.5
3417,2023-02-22,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,48.0
3418,2023-02-22,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,101.5
3419,2023-02-22,Our Old Time Diner Blend Lg,Coffee,Drip coffee,30.0
3420,2023-02-22,Organic Decaf Blend,Coffee beans,Organic Beans,45.0
3421,2023-02-22,Brazilian Rg,Coffee,Organic brewed coffee,57.0
3422,2023-02-22,Jumbo Savory Scone,Bakery,Scone,23.45
3423,2023-02-22,Cappuccino Lg,Coffee,Barista Espresso,85.0
3424,2023-02-22,Ginger Biscotti,Bakery,Biscotti,43.8
